ID	Property	原文	英訳	絶対時間	Type	RDF用コメント	修正コメント	修正作業		
235	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
235	hasPredicate	分からない	notUnderstand		#ORG:hasPredicate:I do not understand					
235	Who	御者	The god		Object					
235	What	ホズマの居場所	Where is he located?		Object		what?	What		
236	対象文	御者は以下を見た	He saw the following							
236	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
236	hasPredicate	見る	see					「見た」→「見る」		#ORG:hasPredicate:to see
236	Who	御者	The god		Object					
236	What	237	237		Object					
237	対象文	ホズマが辻馬車に入る	Hozma gets into the cart							
237	情報源	御者の発言	The speaker's statement					御者の発言		
237	hasPredicate	入る	enter							
237	Who	ホズマ	Hozma		Person					
237	Where	辻馬車	hansom carriage		Object		where?			
237	then	239	239							
239	対象文	ホズマは手紙を送らない	Hozma does not send letters							
239	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
239	hasPredicate	送らない	notSend		#ORG:hasPredicate:do not send					
239	Who	ホズマ	Hozma		Person					
239	What	手紙	letter		Object					
240	対象文	ホズマは姿を見せない	Hozma does not show up							
240	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
240	hasPredicate	見せない	notShow		#ORG:hasPredicate:Do not show					
240	Who	ホズマ	Hozma		Person					
240	What	姿	Appearance		Object					
241	対象文	サザランドはホズマの行方をわからない	Sutherland does not know where Hozma is							
241	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
241	hasPredicate	わからない	notKnow		#ORG:hasPredicate:do not know					
241	Who	サザランド	Sutherland		Person					
241	What	ホズマの行方	location of Hozma		Object	MOD				
242	対象文	ホズマはサザランドを捨てない	Hozma does not throw away Sutherland							
242	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
242	hasPredicate	捨てない	notThrow		#ORG:hasPredicate:do not throw					
242	Who	ホズマ	Hozma		Person					
242	What	サザランド	Sutherland		Person					
243	対象文	先週の金曜日の朝、ホズマはサザランドに以下を言った	Last Friday morning							
243	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
243	hasPredicate	言う	say					「言った」→「言う」		
243	Who	ホズマ	Hozma		Person					
243	Whom	サザランド	Sutherland		Person			Whom		
243	What	244	244		Object			IDに変更		
243	When	先週金曜日	Last Friday	1891-08-28						
244	対象文	サザランドはホズマを信じる	Sutherland believes in Hozma							
244	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
244	hasPredicate	信じる	believe							
244	Who	サザランド	Sutherland		Person					
244	Whom	ホズマ	Hozma		Person			Whom		
244	if	247	247							
245	対象文	サザランドは上記を誓った	Sutherland swore the above							
245	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
245	hasPredicate	誓う	swear					「誓った」→「誓う」		
245	Who	サザランド	Sutherland		Person					
245	What	244	244		Object	MOD	「上記」を具体的に			
247	対象文	サザランドがホズマと離れる	Sutherland leaves with Hozma							
247	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
247	hasPredicate	離れる	leave		#ORG:hasPredicate:Leave					
247	Who	サザランド	Sutherland		Person					
247	From	ホズマ	Hozma		Person	MOD	「と」は不要			
248	対象文	現在、サザランドはホズマの言葉を理解した	Sutherland now understands the language of Hozma							
248	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
248	hasPredicate	理解する	understand					「理解した」→「理解する」		#ORG:hasPredicate:to understand
248	Who	サザランド	Sutherland		Person					
248	What	ホズマの言葉	word of hozma		Object	MOD				
248	When	現在	Current				絶対時間を追加したほうがよい？			
249	対象文	サザランドは以下を思う	Sutherland thinks the following							
249	情報源									
249	hasPredicate	思う	think							
249	Who	サザランド	Sutherland		Person					
249	What	250,252	250		Object					
250	対象文	ホズマは危険を知っていた	Hozma knew about the danger							
250	情報源	サザランドの考え	Sutherland's thoughts					サザランドの考え		
250	hasPredicate	知っている	know					「知っていた」→「知っている」		
250	Who	ホズマ	Hozma		Person					
250	What	危険	Danger		Object					
250	therefore	252	252					thereforeを挿入		
252	対象文	ホズマは上記を言った	Hozma said above							
252	情報源	サザランドの考え	Sutherland's thoughts					サザランドの考え		
252	hasPredicate	言う	say					「言った」→「言う」		
252	Who	ホズマ	Hozma		Person					
252	What	244	244		Object			IDに変更		
253	対象文	サザランドは以下を言った	Sutherland said the following							
253	情報源									
253	hasPredicate	言う	say					「言った」→「言う」		
253	Who	サザランド	Sutherland		Person					
253	What	254-256	254-256		Object					
254	対象文	サザランドはホズマの危険を知らない	Sutherland does not know the danger of Hozma							
254	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
254	hasPredicate	知らない	notKnow		#ORG:hasPredicate:Do not know					
254	Who	サザランド	Sutherland		Person					
254	What	ホズマの危険	danger of hozma		Object	MOD				
255	対象文	サザランドはサザランドの母とウィンディバンクにホズマ失踪を伝えた	Sutherland reported Hozma's disappearance to Sutherland&#39;s mother and Windybank							
255	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
255	hasPredicate	伝える	tell					「伝えた」→「伝える」		#ORG:hasPredicate:Tell
255	Who	サザランド	Sutherland		Person					
255	Whom	サザランドの母	mother of Sutherland		Person	MOD	人物名チェック	Whom		
255	Whom	ウィンディバンク	Windybank		Person			Whom		
255	What	ホズマ失踪	missing of Hozma		Object					
256	対象文	サザランドの母はホズマ失踪に怒った	mother of Sutherland got mad at Hozma&#39;s disappearance							
256	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
256	hasPredicate	怒る	getAngry					「怒った」→「怒る」		#ORG:hasPredicate:Get angry
256	Who	サザランドの母	mother of Sutherland		Person	MOD	人物名チェック			
256	What	ホズマ失踪に	missing of Hozma		Object	MOD	「に」は不要			
257	対象文	サザランドの母はサザランドに以下を言った	mother of Sutherland said to Sutherland:							
257	情報源									
257	hasPredicate	言う	say					「言った」→「言う」		
257	Who	サザランドの母	mother of Sutherland		Person	MOD	人物名チェック			
257	Whom	サザランド	Sutherland		Person			Whom		
257	What	258	258		Object					
258	対象文	サザランドはホズマ失踪を話さない	Sutherland does not speak Hozma's disappearance							
258	情報源	サザランドの母の発言	mother of Sutherland&#39;s remark					サザランドの母の発言		
258	hasPredicate	話さない	notTalk		#ORG:hasPredicate:NotTalk					
258	Who	サザランド	Sutherland		Person					
258	What	ホズマ失踪	missing of Hozma		Object	MOD				
259	対象文	ウィンディバンクは以下を言った	Windybank said							
259	情報源									
259	hasPredicate	言う	say					「言った」→「言う」		
259	Who	ウィンディバンク	Windybank		Person					
259	What	260	260		Object					
260	対象文	ホズマはサザランドに連絡する	Hozma will contact Sutherland							
260	情報源	ウィンディバンクの発言	Windybank's remarks					ウィンディバンクの発言		
260	hasPredicate	連絡する	contact							
260	Who	ホズマ	Hozma		Person					
260	Whom	サザランド	Sutherland		Person			Whom		
261	対象文	サザランドは以下を言った	Sutherland said the following							
261	情報源									
261	hasPredicate	言う	say					「言った」→「言う」		
261	Who	サザランド	Sutherland		Person					
261	What	262-265	262-265		Object					
262	対象文	ホズマは自分の財産を持っている	Hozma owns his property							
262	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
262	hasPredicate	持っている	have							
262	Who	ホズマ	Hozma		Person					
262	What	自分の財産	property of Hozma		Object	MOD	「自分の」は人物名に置き換えたほうがよいのでは？			
263	対象文	ホズマはサザランドのお金を欲してない	Hozma does not want Sutherland's money							
263	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
263	hasPredicate	欲してない	notWant		#ORG:hasPredicate:Do not want					
263	Who	ホズマ	Hozma		Person					
263	What	サザランドのお金	money of Sutherland		Object	MOD				
264	対象文	サザランドは眠れない	Sutherland can not sleep							
264	情報源	サザランドの発言	Remark by Sutherland					サザランドの発言		
